,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653934.3125,7807.53662109375,2877.0400390625,40904.953125,424142.21875,23.751571655273438,0.8882730007171631,19866.634765625,154156.8125,2359.391845703125,0.8882730007171631,1785.1507568359375,9.082180976867676
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72887.6953125,1.0631159543991089,1.0631159543991089,1.0631159543991089,1.0631159543991089,732.793212890625,1.0631159543991089,1.0631159543991089,72135.125,1.0631159543991089,1.0631159543991089,4.3854217529296875,6.882719993591309
